estimated_tip_x,estimated_tip_y,mean_near_tip_gradient,p95_near_tip_gradient,mean_far_field_gradient,dic_gradient_concentration_ratio
0.13385826771653542,-0.007874015748031482,0.10374667630431136,0.21330207014122157,0.06037138943412978,1.7184742189143944
