source_dataset,source_sheet,alloy,material_class,condition,loading_protocol,overload_ratio,delta_k_mpa_sqrt_m,dadn_mm_per_cycle,hardness_hv,microstructure_family,grain_size_um,temperature_C,stress_ratio_R,data_type,log_delta_k,log_dadn,is_austenitic,is_measured,grain_size_um_filled,inv_sqrt_grain_size
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,4.92237,4.49953e-08,365.82,tempered_martensitic,,20,,measured,0.6921742552259661,-7.34683284823949,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,4.92376,4.39717e-08,365.82,tempered_martensitic,,20,,measured,0.6922968758563774,-7.356826743696936,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,4.92512,4.53353e-08,365.82,tempered_martensitic,,20,,measured,0.6924168164992003,-7.343563506041616,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,4.92653,3.38329e-08,365.82,tempered_martensitic,,20,,measured,0.6925411317608396,-7.470660774898431,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.41208,2.45827e-07,365.82,tempered_martensitic,,20,,measured,0.7333642076044038,-6.60937041881719,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.42041,1.7759e-07,365.82,tempered_martensitic,,20,,measured,0.7340321378304812,-6.750581492764012,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.42645,1.42733e-07,365.82,tempered_martensitic,,20,,measured,0.7345158057199567,-6.84547560599522,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.43131,1.54225e-07,365.82,tempered_martensitic,,20,,measured,0.7349045914958456,-6.811845221083983,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.43657,1.79624e-07,365.82,tempered_martensitic,,20,,measured,0.7353249842777285,-6.74563563664862,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.4427,1.85328e-07,365.82,tempered_martensitic,,20,,measured,0.7358143967945251,-6.732058961000364,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.44904,2.00942e-07,365.82,tempered_martensitic,,20,,measured,0.7363199959598099,-6.696929279469536,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.45593,2.04057e-07,365.82,tempered_martensitic,,20,,measured,0.7368687896526832,-6.6902485025362415,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.46294,1.95755e-07,365.82,tempered_martensitic,,20,,measured,0.7374264306423491,-6.708287136321476,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.8752,5.80774e-07,365.82,tempered_martensitic,,20,,measured,0.7690226551851297,-6.23599283430052,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.89641,3.13285e-07,365.82,tempered_martensitic,,20,,measured,0.7705876740617844,-6.50406039852136,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.9079,1.50667e-07,365.82,tempered_martensitic,,20,,measured,0.7714331356216751,-6.821981859080843,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.91344,3.1367e-07,365.82,tempered_martensitic,,20,,measured,0.7718401946532036,-6.5035270160727,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.9191,2.31291e-07,365.82,tempered_martensitic,,20,,measured,0.772255677204719,-6.635841266176129,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.92728,2.36409e-07,365.82,tempered_martensitic,,20,,measured,0.7728554434500331,-6.6263359940516295,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.93602,2.52285e-07,365.82,tempered_martensitic,,20,,measured,0.7734953555248463,-6.598108570373774,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.94538,3.14386e-07,365.82,tempered_martensitic,,20,,measured,0.77417961784941,-6.502536801876022,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,5.95706,3.13218e-07,365.82,tempered_martensitic,,20,,measured,0.775031974370741,-6.504153287878309,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,6.43605,1.55537e-06,365.82,tempered_martensitic,,20,,measured,0.8086194093610731,-5.808166281978623,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,6.48747,9.63576e-07,365.82,tempered_martensitic,,20,,measured,0.8120753625536886,-6.016114025607452,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,6.49757,1.25278e-06,365.82,tempered_martensitic,,20,,measured,0.8127509669648895,-5.902125188522858,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,7.00827,2.01104e-06,365.82,tempered_martensitic,,20,,measured,0.8456108250737401,-5.696579291110612,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,7.03517,1.93126e-06,365.82,tempered_martensitic,,20,,measured,0.847274596322277,-5.714159254462896,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,7.66763,2.02642e-06,365.82,tempered_martensitic,,20,,measured,0.8846611479155647,-5.693270536873857,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,8.38417,2.78002e-06,365.82,tempered_martensitic,,20,,measured,0.9234600756169198,-5.555952079672429,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,8.40959,2.31338e-06,365.82,tempered_martensitic,,20,,measured,0.9247748227803041,-5.635753023369388,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,9.13672,4.07625e-06,365.82,tempered_martensitic,,20,,measured,0.9607903159133893,-5.389739188185986,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,9.83589,7.2048e-06,365.82,tempered_martensitic,,20,,measured,0.9928136631471858,-5.142378070381143,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,10.50821,1.26428e-05,365.82,tempered_martensitic,,20,,measured,1.0215287433041629,-4.89815673223378,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,12.01132,2.2634e-05,365.82,tempered_martensitic,,20,,measured,1.0795907373958198,-4.645238688448411,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.65377,3.14326e-05,365.82,tempered_martensitic,,20,,measured,1.1659493707354875,-4.502619694103283,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.68182,3.83311e-05,365.82,tempered_martensitic,,20,,measured,1.1667798952914916,-4.416448717477311,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.71616,4.38087e-05,365.82,tempered_martensitic,,20,,measured,1.1677945010087332,-4.358439634089645,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.75555,4.79962e-05,365.82,tempered_martensitic,,20,,measured,1.1689554020781543,-4.318793145631909,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.79891,5.1027e-05,365.82,tempered_martensitic,,20,,measured,1.1702297290153583,-4.292199964133863,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.84524,5.30359e-05,365.82,tempered_martensitic,,20,,measured,1.1715872231400872,-4.275430056929829,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.89364,5.41599e-05,365.82,tempered_martensitic,,20,,measured,1.173000852132366,-4.266322146196773,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.94333,5.45383e-05,365.82,tempered_martensitic,,20,,measured,1.1744473872702583,-4.263298403470403,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,14.99365,5.43138e-05,365.82,tempered_martensitic,,20,,measured,1.1759073687988244,-4.265089811250853,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.04403,5.35149e-05,365.82,tempered_martensitic,,20,,measured,1.1773641907980528,-4.271525281776015,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.09394,5.16832e-05,365.82,tempered_martensitic,,20,,measured,1.1788026192925394,-4.286650604546296,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.14239,4.93586e-05,365.82,tempered_martensitic,,20,,measured,1.180194427468803,-4.3066371670643075,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.17894,4.11948e-05,365.82,tempered_martensitic,,20,,measured,1.1812414442719472,-4.385157601292932,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.18891,4.9084e-05,365.82,tempered_martensitic,,20,,measured,1.181526608756107,-4.309060052563986,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.23539,4.90413e-05,365.82,tempered_martensitic,,20,,measured,1.1828535758990317,-4.309438025941857,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.28207,4.88546e-05,365.82,tempered_martensitic,,20,,measured,1.1841821846512837,-4.3110945381772945,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.3288,4.97542e-05,365.82,tempered_martensitic,,20,,measured,1.185508157869591,-4.303170252409034,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.37663,5.48132e-05,365.82,tempered_martensitic,,20,,measured,1.1868611642837925,-4.2611148430331705,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.42961,5.56197e-05,365.82,tempered_martensitic,,20,,measured,1.1883549489414056,-4.25477135795111,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.48367,5.72003e-05,365.82,tempered_martensitic,,20,,measured,1.1898739067242707,-4.242601693444687,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.53959,5.64099e-05,365.82,tempered_martensitic,,20,,measured,1.1914395560938171,-4.2486446701644605,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.59506,5.57007e-05,365.82,tempered_martensitic,,20,,measured,1.1929870499888848,-4.254139346940686,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.65015,5.60362e-05,365.82,tempered_martensitic,,20,,measured,1.1945185044294382,-4.251531323332494,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.7059,5.5669e-05,365.82,tempered_martensitic,,20,,measured,1.196062827957355,-4.25438657999327,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.7616,5.54219e-05,365.82,tempered_martensitic,,20,,measured,1.1976003017259214,-4.256318589608078,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.81737,5.50003e-05,365.82,tempered_martensitic,,20,,measured,1.1991342737608905,-4.259634941633225,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.87304,5.48915e-05,365.82,tempered_martensitic,,20,,measured,1.200660110673529,-4.260494901249321,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.92892,5.65326e-05,365.82,tempered_martensitic,,20,,measured,1.2021863311093066,-4.247701040372418,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,15.9868,5.77089e-05,365.82,tempered_martensitic,,20,,measured,1.2037615418311758,-4.238757203779763,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.04625,5.91657e-05,365.82,tempered_martensitic,,20,,measured,1.2053735542116517,-4.227929992901992,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.10757,6.15771e-05,365.82,tempered_martensitic,,20,,measured,1.2070300273719567,-4.210580768236561,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.17179,6.33511e-05,365.82,tempered_martensitic,,20,,measured,1.2087580931344692,-4.198245839821068,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.23831,6.40498e-05,365.82,tempered_martensitic,,20,,measured,1.2105408281153556,-4.193482222032206,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.30602,6.61357e-05,365.82,tempered_martensitic,,20,,measured,1.2123479706682712,-4.179564045391173,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.37641,6.64589e-05,365.82,tempered_martensitic,,20,,measured,1.2142187027924924,-4.1774468512589875,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.44765,6.66776e-05,365.82,tempered_martensitic,,20,,measured,1.2161038557851513,-4.176020040600402,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.51964,6.89294e-05,365.82,tempered_martensitic,,20,,measured,1.2180005788368429,-4.161595501831118,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.5946,7.03501e-05,365.82,tempered_martensitic,,20,,measured,1.2199667885381502,-4.152735280895656,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.67168,7.13559e-05,365.82,tempered_martensitic,,20,,measured,1.2219793657528306,-4.146570111806405,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.75047,7.31403e-05,365.82,tempered_martensitic,,20,,measured,1.2240269973754192,-4.135843262646083,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.83185,7.36843e-05,365.82,tempered_martensitic,,20,,measured,1.2261318521990159,-4.132625037917326,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.9145,7.37775e-05,365.82,tempered_martensitic,,20,,measured,1.22825916437937,-4.132076065219272,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,16.99793,7.52021e-05,365.82,tempered_martensitic,,20,,measured,1.2303960364185926,-4.123770031673279,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.08366,7.74672e-05,365.82,tempered_martensitic,,20,,measured,1.2325809194866286,-4.11088214103244,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.17271,7.67741e-05,365.82,tempered_martensitic,,20,,measured,1.234838835939929,-4.114785265960435,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.26173,7.76319e-05,365.82,tempered_martensitic,,20,,measured,1.2370843192935985,-4.109959784577046,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.3525,8.03285e-05,365.82,tempered_martensitic,,20,,measured,1.239362053074397,-4.095130342681872,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.44726,8.06437e-05,365.82,tempered_martensitic,,20,,measured,1.2417272329963718,-4.0934295546495445,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.54325,8.33023e-05,365.82,tempered_martensitic,,20,,measured,1.2441100523320376,-4.079343007434526,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.64331,8.38904e-05,365.82,tempered_martensitic,,20,,measured,1.246580064916158,-4.076287734827676,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.74503,8.69391e-05,365.82,tempered_martensitic,,20,,measured,1.2490767379086578,-4.060784859970542,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.85147,8.80305e-05,365.82,tempered_martensitic,,20,,measured,1.2516739844035203,-4.055366831409378,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,17.96032,9.19923e-05,365.82,tempered_martensitic,,20,,measured,1.2543140702486657,-4.036248522735536,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.07523,9.33607e-05,365.82,tempered_martensitic,,20,,measured,1.257083832223571,-4.029835900696645,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.19309,9.54969e-05,365.82,tempered_martensitic,,20,,measured,1.2599064679463523,-4.02001072616228,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.31497,9.77248e-05,365.82,tempered_martensitic,,20,,measured,1.2628062116249084,-4.009995209706002,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.44108,9.91991e-05,365.82,tempered_martensitic,,20,,measured,1.2657863518751813,-4.003492268035406,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.53981,7.1979e-05,365.82,tempered_martensitic,,20,,measured,1.2681052790870986,-4.142794191268808,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.57056,9.99633e-05,365.82,tempered_martensitic,,20,,measured,1.2688250001987398,-4.000159415329361,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.70256,0.000101464,365.82,tempered_martensitic,,20,,measured,1.2719010566851203,-3.9936880205551324,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.83812,0.000103758,365.82,tempered_martensitic,,20,,measured,1.2750375590531593,-3.9839784081396186,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,18.97843,0.000103589,365.82,tempered_martensitic,,20,,measured,1.2782602823516171,-3.984686359387473,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,19.11935,0.000129093,365.82,tempered_martensitic,,20,,measured,1.281473123493862,-3.8890973064848944,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,19.12024,0.000109458,365.82,tempered_martensitic,,20,,measured,1.2814933393010381,-3.9607524914840226,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,19.27198,0.000111293,365.82,tempered_martensitic,,20,,measured,1.2849263362900927,-3.953532150642621,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,19.42832,0.00011403,365.82,tempered_martensitic,,20,,measured,1.2884352480380634,-3.9429808756772338,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,19.59067,0.00011717,365.82,tempered_martensitic,,20,,measured,1.2920492890997446,-3.93118357007778,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,19.75984,0.000119616,365.82,tempered_martensitic,,20,,measured,1.295783423682863,-3.9222107246372806,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,19.93505,0.000121579,365.82,tempered_martensitic,,20,,measured,1.2996173292734001,-3.915141433054456,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,20.11576,0.000123423,365.82,tempered_martensitic,,20,,measured,1.3035364454367877,-3.908603901548182,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,20.302,0.000127999,365.82,tempered_martensitic,,20,,measured,1.307538823439271,-3.892793423291025,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,20.49817,0.000132763,365.82,tempered_martensitic,,20,,measured,1.311715090598321,-3.876922942549023,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,20.70496,0.000139108,365.82,tempered_martensitic,,20,,measured,1.3160743958238565,-3.856647893329668,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,20.92536,0.000140969,365.82,tempered_martensitic,,20,,measured,1.3206729383340474,-3.850876381026502,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,21.15269,0.000142445,365.82,tempered_martensitic,,20,,measured,1.3253656047072557,-3.8463527904435972,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,21.38657,0.000146632,365.82,tempered_martensitic,,20,,measured,1.3301411375626107,-3.833771241789914,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,21.63182,0.000151702,365.82,tempered_martensitic,,20,,measured,1.335093060479553,-3.819008693549208,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,21.89048,0.000157477,365.82,tempered_martensitic,,20,,measured,1.3402552845951494,-3.8027828672870396,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,22.16445,0.000162478,365.82,tempered_martensitic,,20,,measured,1.3456569589636347,-3.7892054354569527,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,22.45311,0.000169806,365.82,tempered_martensitic,,20,,measured,1.351276504016141,-3.7700469682684252,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,22.76149,0.000177608,365.82,tempered_martensitic,,20,,measured,1.3572006881974432,-3.750537476183508,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,23.09162,0.000187366,365.82,tempered_martensitic,,20,,measured,1.3634544020545072,-3.727309214686481,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,23.44857,0.000210584,365.82,tempered_martensitic,,20,,measured,1.370116362614186,-3.676574629236394,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,23.86078,0.000200193,365.82,tempered_martensitic,,20,,measured,1.3776846364910298,-3.6985511122439254,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,24.2639,0.000182852,365.82,tempered_martensitic,,20,,measured,1.3849606074271668,-3.737900285070462,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,24.64206,0.000188913,365.82,tempered_martensitic,,20,,measured,1.3916770106854413,-3.723738155185619,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,25.04314,0.00019957,365.82,tempered_martensitic,,20,,measured,1.3986887813745634,-3.699904742676283,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,25.47873,0.000215759,365.82,tempered_martensitic,,20,,measured,1.4061777765778327,-3.6660310794189415,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,25.96396,0.000238263,365.82,tempered_martensitic,,20,,measured,1.414370931386807,-3.62294339426051,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,26.51788,0.000267702,365.82,tempered_martensitic,,20,,measured,1.423538800988241,-3.5723483841895365,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,27.16402,0.00030449299999999997,365.82,tempered_martensitic,,20,,measured,1.4339940415519763,-3.516422686927057,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,27.93133,0.000348816,365.82,tempered_martensitic,,20,,measured,1.4460916158982378,-3.4574036024311527,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 18,FV520B steel,steel,comparative_CA,long_crack,1.0,28.85554,0.000400564,365.82,tempered_martensitic,,20,,measured,1.4602292060689002,-3.3973280847576044,0,1,20.0,0.22360679774997896
