source_dataset,source_sheet,alloy,material_class,condition,loading_protocol,overload_ratio,delta_k_mpa_sqrt_m,dadn_mm_per_cycle,hardness_hv,microstructure_family,grain_size_um,temperature_C,stress_ratio_R,data_type,log_delta_k,log_dadn,is_austenitic,is_measured,grain_size_um_filled,inv_sqrt_grain_size
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,13.99297,4.73418e-06,367.58,tempered_martensitic,,20,,measured,1.1459099030347948,-5.324755233622694,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.00424,4.87324e-06,367.58,tempered_martensitic,,20,,measured,1.1462595449509296,-5.312182199718847,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.01586,4.94778e-06,367.58,tempered_martensitic,,20,,measured,1.1466197508152207,-5.305589619251114,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.02766,4.95053e-06,367.58,tempered_martensitic,,20,,measured,1.1469852309823967,-5.305348303338405,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.03949,4.90048e-06,367.58,tempered_martensitic,,20,,measured,1.1473513318529986,-5.3097613789221745,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.05122,4.84048e-06,367.58,tempered_martensitic,,20,,measured,1.147714033583843,-5.315111569964044,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.06281,4.83775e-06,367.58,tempered_martensitic,,20,,measured,1.1480721091304937,-5.315356578393693,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.07442,4.92977e-06,367.58,tempered_martensitic,,20,,measured,1.1484305068278542,-5.307173342398419,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.08625,5.10872e-06,367.58,tempered_martensitic,,20,,measured,1.1487953918979281,-5.29168789958575,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.09854,5.31958e-06,367.58,tempered_martensitic,,20,,measured,1.1491741408274665,-5.2741226554648994,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.11134,5.5106e-06,367.58,tempered_martensitic,,20,,measured,1.1495682559211753,-5.258801112127762,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.12463,5.6572e-06,367.58,tempered_martensitic,,20,,measured,1.149977080133038,-5.247398467297952,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.13829,5.7664e-06,367.58,tempered_martensitic,,20,,measured,1.1503968855236157,-5.23909523503705,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.15223,5.84751e-06,367.58,tempered_martensitic,,20,,measured,1.1508248780502783,-5.233029026818321,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.16639,5.88684e-06,367.58,tempered_martensitic,,20,,measured,1.1512591937320642,-5.230117767833389,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.18066,5.89982e-06,367.58,tempered_martensitic,,20,,measured,1.1516964443652176,-5.229161238222133,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.19499,5.91796e-06,367.58,tempered_martensitic,,20,,measured,1.1521350909128554,-5.227827974599175,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.20938,5.96215e-06,367.58,tempered_martensitic,,20,,measured,1.1525751287048742,-5.2245971018772215,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.22391,6.02141e-06,367.58,tempered_martensitic,,20,,measured,1.1530189956911674,-5.220301800516597,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.2386,6.08566e-06,367.58,tempered_martensitic,,20,,measured,1.1534672897106082,-5.215692314917153,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.25347,6.17301e-06,367.58,tempered_martensitic,,20,,measured,1.1539206059864868,-5.209503019494692,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.26857,6.28097e-06,367.58,tempered_martensitic,,20,,measured,1.154380450183425,-5.201973280925743,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.28397,6.39527e-06,367.58,tempered_martensitic,,20,,measured,1.154848929391919,-5.194141115448844,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.29967,6.51456e-06,367.58,tempered_martensitic,,20,,measured,1.1553260151690679,-5.186114911651333,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.31569,6.6347e-06,367.58,tempered_martensitic,,20,,measured,1.1558122853629045,-5.17817870976867,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.33203,6.7598e-06,367.58,tempered_martensitic,,20,,measured,1.1563077085661368,-5.1700661531976095,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.34871,6.87941e-06,367.58,tempered_martensitic,,20,,measured,1.156812858208361,-5.1624488066382845,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.36571,6.98471e-06,367.58,tempered_martensitic,,20,,measured,1.1573270951008323,-5.155851620761581,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.38301,7.06937e-06,367.58,tempered_martensitic,,20,,measured,1.1578497824026555,-5.150619287435727,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.40054,7.14323e-06,367.58,tempered_martensitic,,20,,measured,1.1583787778329653,-5.146105366097953,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.41829,7.22243e-06,367.58,tempered_martensitic,,20,,measured,1.1589137563888998,-5.14131665865802,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.43627,7.31144e-06,367.58,tempered_martensitic,,20,,measured,1.1594549960262588,-5.1359970796133165,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.45451,7.41857e-06,367.58,tempered_martensitic,,20,,measured,1.160003373910304,-5.129679801049958,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.47305,7.54595e-06,367.58,tempered_martensitic,,20,,measured,1.160560062465921,-5.122286076791535,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.49194,7.67151e-06,367.58,tempered_martensitic,,20,,measured,1.1611265272861222,-5.11511914450947,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.51119,7.7917e-06,367.58,tempered_martensitic,,20,,measured,1.1617030285123182,-5.108367777234774,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.53078,7.89178e-06,367.58,tempered_martensitic,,20,,measured,1.1622889274847954,-5.1028250301250875,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.55065,7.9389e-06,367.58,tempered_martensitic,,20,,measured,1.1628823943602729,-5.1002396684828355,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.57069,7.9345e-06,367.58,tempered_martensitic,,20,,measured,1.1634801184204415,-5.100480435523207,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.59076,7.90924e-06,367.58,tempered_martensitic,,20,,measured,1.1640779139092128,-5.101865245916189,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.6108,7.90292e-06,367.58,tempered_martensitic,,20,,measured,1.1646739959530237,-5.102212414332369,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.63087,7.93232e-06,367.58,tempered_martensitic,,20,,measured,1.1652701514817931,-5.1005997741148725,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.65106,7.99767e-06,367.58,tempered_martensitic,,20,,measured,1.1658690469083701,-5.097036519699342,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.67145,8.08173e-06,367.58,tempered_martensitic,,20,,measured,1.1664730378977703,-5.092495662860067,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.69211,8.16455e-06,367.58,tempered_martensitic,,20,,measured,1.1670841712533115,-5.08806774698396,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.71301,8.24647e-06,367.58,tempered_martensitic,,20,,measured,1.1677015301486497,-5.08373191661329,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.73418,8.32895e-06,367.58,tempered_martensitic,,20,,measured,1.16832597110657,-5.079409745045612,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.7556,8.38855e-06,367.58,tempered_martensitic,,20,,measured,1.1689568737066132,-5.076313102511139,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.77722,8.40115e-06,367.58,tempered_martensitic,,20,,measured,1.1695927390507344,-5.075661261025077,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.79892,8.37694e-06,367.58,tempered_martensitic,,20,,measured,1.17023002247909,-5.076914595189359,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.8206,8.35607e-06,367.58,tempered_martensitic,,20,,measured,1.1708657860599392,-5.077997930529164,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.84228,8.37995e-06,367.58,tempered_martensitic,,20,,measured,1.171500620306931,-5.076758572633313,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.86407,8.4634e-06,367.58,tempered_martensitic,,20,,measured,1.1721377418959438,-5.072455132870978,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.88613,8.56803e-06,367.58,tempered_martensitic,,20,,measured,1.1727818073493985,-5.067119021539921,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.9085,8.676e-06,367.58,tempered_martensitic,,20,,measured,1.1734339496573036,-5.061680456657844,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.93121,8.7812e-06,367.58,tempered_martensitic,,20,,measured,1.174095003641292,-5.056446131273009,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.95425,8.88338e-06,367.58,tempered_martensitic,,20,,measured,1.1747646367568907,-5.051421759891114,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,14.97761,8.96629e-06,367.58,tempered_martensitic,,20,,measured,1.1754425178613064,-5.047387218697644,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.00125,9.01067e-06,367.58,tempered_martensitic,,20,,measured,1.1761274487546234,-5.045242915293455,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.02505,9.01786e-06,367.58,tempered_martensitic,,20,,measured,1.1768159259119129,-5.044896511289309,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.04894,9.01935e-06,367.58,tempered_martensitic,,20,,measured,1.1775059106698411,-5.044824759751293,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.07288,9.07497e-06,367.58,tempered_martensitic,,20,,measured,1.1781962416050837,-5.0421548019784606,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.09703,9.18741e-06,367.58,tempered_martensitic,,20,,measured,1.1788915180562272,-5.036806902241878,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.12154,9.32335e-06,367.58,tempered_martensitic,,20,,measured,1.1795960226099296,-5.030428011991157,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.14647,9.46603e-06,367.58,tempered_martensitic,,20,,measured,1.180311428999853,-5.0238321234879475,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.17185,9.61696e-06,367.58,tempered_martensitic,,20,,measured,1.1810385402992531,-5.016962190319231,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.1977,9.7844e-06,367.58,tempered_martensitic,,20,,measured,1.1817778673599728,-5.009465801041088,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.22406,9.95012e-06,367.58,tempered_martensitic,,20,,measured,1.1825304868933602,-5.002171681563464,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.25094,1.01082e-05,367.58,tempered_martensitic,,20,,measured,1.1832966124848887,-4.995326173752807,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.27833,1.02311e-05,367.58,tempered_martensitic,,20,,measured,1.184075886214717,-4.990077670466936,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.30612,1.03003e-05,367.58,tempered_martensitic,,20,,measured,1.1848651138760637,-4.987150126125196,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.33417,1.03469e-05,367.58,tempered_martensitic,,20,,measured,1.185660273688226,-4.985189748231789,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.36243,1.04132e-05,367.58,tempered_martensitic,,20,,measured,1.1864599170054628,-4.982415790298808,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.39095,1.05057e-05,367.58,tempered_martensitic,,20,,measured,1.1872654273054482,-4.97857500503727,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.41981,1.05943e-05,367.58,tempered_martensitic,,20,,measured,1.1880790224529452,-4.974927733259977,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.44899,1.06686e-05,367.58,tempered_martensitic,,20,,measured,1.1889000920608737,-4.971892567657676,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.47846,1.07475e-05,367.58,tempered_martensitic,,20,,measured,1.1897277491910474,-4.9686925462109555,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.50823,1.08309e-05,367.58,tempered_martensitic,,20,,measured,1.1905622333327301,-4.965335453920046,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.53833,1.09074e-05,367.58,tempered_martensitic,,20,,measured,1.1914043406709383,-4.962278759972797,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.56872,1.09782e-05,367.58,tempered_martensitic,,20,,measured,1.192252908021681,-4.959468861538993,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.5994,1.10449e-05,367.58,tempered_martensitic,,20,,measured,1.1931078943993103,-4.956838211856358,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.63037,1.11182e-05,367.58,tempered_martensitic,,20,,measured,1.1939692587009774,-4.953965517910776,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.66163,1.1234e-05,367.58,tempered_martensitic,,20,,measured,1.1948369597121238,-4.949465580459877,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.69331,1.13972e-05,367.58,tempered_martensitic,,20,,measured,1.1957145537287879,-4.943201830585469,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.72555,1.16183e-05,367.58,tempered_martensitic,,20,,measured,1.1966058438017522,-4.934857413652315,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.75852,1.18818e-05,367.58,tempered_martensitic,,20,,measured,1.1975154272388624,-4.925117762145109,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.79235,1.20961e-05,367.58,tempered_martensitic,,20,,measured,1.1984467605398637,-4.917354631460207,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.8269,1.22222e-05,367.58,tempered_martensitic,,20,,measured,1.1993958583408264,-4.912850613908148,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.86192,1.22949e-05,367.58,tempered_martensitic,,20,,measured,1.20035575517181,-4.9102749992249635,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.89728,1.23656e-05,367.58,tempered_martensitic,,20,,measured,1.2013228235630498,-4.907784806082528,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.93295,1.24478e-05,367.58,tempered_martensitic,,20,,measured,1.2022961932593565,-4.904907398149547,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,15.96899,1.25606e-05,367.58,tempered_martensitic,,20,,measured,1.2032774489313565,-4.900989614542662,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.00548,1.27185e-05,367.58,tempered_martensitic,,20,,measured,1.2042687030490629,-4.8955641056794565,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.04256,1.29074e-05,367.58,tempered_martensitic,,20,,measured,1.205273672249978,-4.889161230961462,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.08032,1.30994e-05,367.58,tempered_martensitic,,20,,measured,1.2062946870026936,-4.882748596150093,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.11878,1.32736e-05,367.58,tempered_martensitic,,20,,measured,1.20733216778429,-4.877011273963091,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.1579,1.34013e-05,367.58,tempered_martensitic,,20,,measured,1.208384915988335,-4.872853070632075,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.19754,1.34625e-05,367.58,tempered_martensitic,,20,,measured,1.209449061113603,-4.870874283693962,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.23751,1.34761e-05,367.58,tempered_martensitic,,20,,measured,1.2105194315448862,-4.870435774977422,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.27767,1.34887e-05,367.58,tempered_martensitic,,20,,measured,1.211592239707854,-4.870029904296368,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.31801,1.3584e-05,367.58,tempered_martensitic,,20,,measured,1.2126671949377725,-4.866972327100123,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.3588,1.37842e-05,367.58,tempered_martensitic,,20,,measured,1.2137514428259872,-4.860618434176812,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.40035,1.40389e-05,367.58,tempered_martensitic,,20,,measured,1.2148531164285945,-4.852666919460154,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.44283,1.43243e-05,367.58,tempered_martensitic,,20,,measured,1.2159765667083267,-4.843926591948028,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.48635,1.46266e-05,367.58,tempered_martensitic,,20,,measured,1.2171245155401458,-4.834856615285866,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.53097,1.49027e-05,367.58,tempered_martensitic,,20,,measured,1.2182983377388852,-4.826735041059395,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.57662,1.51122e-05,367.58,tempered_martensitic,,20,,measured,1.2194959818841078,-4.820672307447153,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.62311,1.52429e-05,367.58,tempered_martensitic,,20,,measured,1.2207122787431859,-4.8169323995198585,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.6702,1.53282e-05,367.58,tempered_martensitic,,20,,measured,1.2219408102884335,-4.814508841620847,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.71777,1.5399e-05,367.58,tempered_martensitic,,20,,measured,1.2231783459926622,-4.8125074810195745,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.76576,1.5485e-05,367.58,tempered_martensitic,,20,,measured,1.2244232449897214,-4.810088790307194,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.81423,1.56351e-05,367.58,tempered_martensitic,,20,,measured,1.2256769837881536,-4.805899336722979,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.86339,1.58629e-05,367.58,tempered_martensitic,,20,,measured,1.226944884067001,-4.7996174135590195,0,1,20.0,0.22360679774997896
